,algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,train_main_time,train_preprocess_time,train_postprocess_time,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,BestF1Score,FalseNegativeRate,RANGE_PR_AUC,result_path,BestF1MinusFNR,Recommendation_ACC
89277,PCC,OBSEA,2020-12-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.174681186676025,,,0.5827075136045816,0.7063299873782389,0.0034707158351409,0.8247678986833773,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.702859271543098
16842,Random Black Forest (RR),OBSEA,2020-04-24,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2043.563137292862,,,11.309937238693236,,,0.6339875324914315,0.7013482035246721,0.0,0.8067240845985925,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_06_17_58_55/results.csv,0.0,0.7013482035246721
48149,RobustPCA,OBSEA,2020-10-17,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{},109.39042401313782,,,6.601914882659912,,,0.6034382445578398,0.7444168280099185,0.0454545454545454,0.883739621279402,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6989622825553731
88991,PCC,OBSEA,2020-11-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.047912836074829,,,0.6158042557495702,0.7181799614529174,0.0206983065021952,0.7872112973966914,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.6974816549507222
11869,COPOD,OBSEA,2020-12-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},,,,8.240103483200073,,,0.6486483155078775,0.6970224642000711,0.0006507592190889,0.6091613370292458,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.6963717049809822
94731,LOF,OBSEA,2020-12-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,4,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,7.896921873092651,,,0.5676397194576468,0.6962190259261248,0.0002169197396963,0.5578787549628214,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.6960021061864285
34471,AutoEncoder (AE),OBSEA,2020-12-14,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,2,{},17.321396112442017,,,7.189655542373657,,,0.4775317978501801,0.6958445191723428,0.0,0.822520749843775,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6958445191723428
25333,HBOS,OBSEA,2020-12-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,10.079745769500732,,,0.62602277926398,0.6958445191723428,0.0,0.7252664229652869,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_05/results.csv,,0.6958445191723428
100372,RobustPCA,OBSEA,2020-12-14,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},112.62469053268433,,,7.649262189865112,,,0.2964188865504378,0.6958445191723428,0.0,0.6960726454848108,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_12_11_34_23/results.csv,,0.6958445191723428
100056,Hybrid KNN,OBSEA,2020-12-14,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d852178245930741e52e3256766fcbbc,1,"{'anomaly_window_size': 561, 'batch_size': 64, 'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'learning_rate': 0.001, 'n_estimators': 500, 'n_neighbors': 10, 'random_state': 42, 'split': 0.8, 'test_batch_size': 64}",10812.12985086441,,,108.4333701133728,,0.1148171424865722,0.4916973835065641,0.6958445191723428,0.0,0.5557932865803101,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_11_00_15_49/results.csv,0.6958490566037735,0.6958445191723428
98729,CBLOF,OBSEA,2020-12-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,1,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,14.114744901657104,,,0.557976294924724,0.6959036606311751,0.0002169197396963,0.6179486733991152,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.6956867408914789
67320,Torsk,OBSEA,2020-12-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,8,{},,,,2268.710572719574,,0.0127069950103759,0.7492269591760938,0.8036281399005725,0.1114958448753462,0.8798345738424719,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_03_12_35_30/results.csv,,0.6921322950252262
24291,HBOS,OBSEA,2020-08-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,5,"{'n_bins': 20, 'random_state': 42}",,,,9.634785175323486,,,0.8749057597721024,0.7070630198888792,0.0157246068848278,0.6123318669643759,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_05/results.csv,,0.6913384130040514
44635,DenoisingAutoEncoder (DAE),OBSEA,2020-12-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,2,{},14.419711589813232,,,8.286592483520508,,,0.6596611789080504,0.6886196025852878,0.0,0.8420521251311155,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6886196025852878
49704,AutoEncoder (AE),OBSEA,2020-12-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",19.887895822525024,,,7.939226865768433,,,0.5169182507882892,0.6886196025852878,0.0,0.8294189829468259,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_12_08_38_09/results.csv,,0.6886196025852878
48543,RobustPCA,OBSEA,2020-12-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,3,{},109.89298295974731,,,5.7731547355651855,,,0.3603493382409781,0.6886196025852878,0.0,0.8233465044289797,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6886196025852878
25407,HBOS,OBSEA,2020-12-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,9.377768993377686,,,0.6422746576729231,0.6886196025852878,0.0,0.7280909803338619,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_05/results.csv,,0.6886196025852878
94803,LOF,OBSEA,2020-12-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,5,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,8.028050184249878,,,0.5618411639751815,0.6886196025852878,0.0,0.5655972434695791,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.6886196025852878
98807,CBLOF,OBSEA,2020-12-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,12.095767498016356,,,0.6270847153722009,0.6886768779134017,0.0002204099625303,0.619650035497988,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.6884564679508715
98539,CBLOF,OBSEA,2020-11-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,1,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,15.192166328430176,,,0.7429702928503203,0.7931147631000878,0.1051045728465083,0.7206330055032417,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.6880101902535795
92605,LOF,OBSEA,2020-05-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,1,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,9.506026983261108,,,0.5397521263669502,0.6878422608083945,0.0,0.5216395684151948,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.6878422608083945
99947,AutoEncoder (AE),OBSEA,2020-05-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,4,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",19.723907709121704,,,8.531042098999023,,,0.4539500144331142,0.6874764971821186,0.0,0.8409246749094692,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_12_03_59_52/results.csv,,0.6874764971821186
9757,COPOD,OBSEA,2020-05-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},,,,9.50906467437744,,,0.1542752764109208,0.6874764971821186,0.0,0.7533745490219004,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.6874764971821186
47229,RobustPCA,OBSEA,2020-05-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,3,{},103.10844564437866,,,6.029927015304565,,,0.1189563851426193,0.6874242769876542,0.0,0.6586105892040157,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6874242769876542
87157,PCC,OBSEA,2020-05-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.618390560150146,,,0.1271315158797822,0.6874242769876542,0.0,0.8188915375418329,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.6874242769876542
88835,PCC,OBSEA,2020-10-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,5,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.089899301528931,,,0.5380240332412447,0.6883547861683789,0.0013297872340425,0.8742809746888992,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.6870249989343363
94715,LOF,OBSEA,2020-12-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,1,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,7.8804931640625,,,0.6159235702303836,0.6867012204769319,0.0002215820961666,0.5984391845671071,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.6864796383807653
89269,PCC,OBSEA,2020-12-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.366708755493164,,,0.6376337834791246,0.686435525091494,0.0,0.9038993749120464,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.686435525091494
50021,COPOD,OBSEA,2020-12-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,2,{'random_state': 42},,,,11.056779623031616,,,0.620611399394965,0.7016316018273465,0.0153084196307969,0.7113916264195722,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_11_11_49/results.csv,,0.6863231821965496
44483,DenoisingAutoEncoder (DAE),OBSEA,2020-12-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,1,{},11.508500814437866,,,7.623734712600708,,,0.4106686437065664,0.6862267703190941,0.0,0.9107765749077926,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6862267703190941
49477,AutoEncoder (AE),OBSEA,2020-12-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,5,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",18.6011803150177,,,7.651874542236328,,,0.6557711397883432,0.6862267703190941,0.0,0.8586805697564984,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_12_08_38_09/results.csv,,0.6862267703190941
48490,RobustPCA,OBSEA,2020-12-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{},109.11909818649292,,,5.852009057998657,,,0.3735542063524747,0.6862267703190941,0.0,0.9210451651114556,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6862267703190941
48228,RobustPCA,OBSEA,2020-10-30,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,2,{},109.11405539512634,,,5.897842168807983,,,0.2186572778361922,0.6861268794584562,0.0,0.7357683706717018,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6861268794584562
94275,LOF,OBSEA,2020-10-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,1,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,9.30389642715454,,,0.5867793012775578,0.6866855312453614,0.00177304964539,0.5377770584880646,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.6849124815999713
66254,Torsk,OBSEA,2020-09-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,{},,,,2267.300897121429,,0.0115056037902832,0.6550534985211441,0.684115374921233,0.0010060362173038,0.7097041842789809,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_03_12_35_30/results.csv,,0.6831093387039292
99826,AutoEncoder (AE),OBSEA,2020-05-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,4,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",18.550811767578125,,,7.8350958824157715,,,0.5619193239672085,0.6836247220083284,0.0009564801530368,0.8444743704585478,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_12_03_59_52/results.csv,,0.6826682418552915
11579,COPOD,OBSEA,2020-11-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},,,,8.441197395324707,,,0.6991558069259532,0.7262274015067974,0.0449508676562826,0.6878594552205006,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.6812765338505148
100430,RobustPCA,OBSEA,2020-12-19,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},127.903067111969,,,6.847558259963989,,,0.2688348946851688,0.6790965697948608,0.0,0.7283510769691084,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_12_11_34_23/results.csv,,0.6790965697948608
89335,PCC,OBSEA,2020-12-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,5,"{'random_state': 42, 'svd_solver': 'auto'}",,,,6.975640535354614,,,0.6498684328786741,0.6790965697948608,0.0,0.8223728334137832,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.6790965697948608
94775,LOF,OBSEA,2020-12-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,1,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,7.853419303894043,,,0.5475078825512203,0.6790965697948608,0.0,0.5574546531373288,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.6790965697948608
98857,CBLOF,OBSEA,2020-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,12.66158151626587,,,0.5804928735106587,0.6785013343359475,0.0,0.6578009128452206,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.6785013343359475
48775,DenoisingAutoEncoder (DAE),OBSEA,2020-12-26,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,5,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",16.494474411010742,,,7.747107267379761,,,0.5026206904761088,0.6781898560030787,0.0,0.7981435374167873,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_11_20_20_45/results.csv,,0.6781898560030787
94845,LOF,OBSEA,2020-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,1,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,8.48131799697876,,,0.5799646388690616,0.6781379707490404,0.0,0.6172550406695491,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.6781379707490404
48573,RobustPCA,OBSEA,2020-12-26,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,3,{},107.3125913143158,,,5.930513620376587,,,0.5300220816718371,0.6780860934334093,0.0,0.7261228799471671,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6780860934334093
34686,AutoEncoder (AE),OBSEA,2020-12-26,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,2,{},17.35558557510376,,,8.053894519805908,,,0.4729576732388711,0.6780860934334093,0.0,0.7944380257224056,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6780860934334093
11995,COPOD,OBSEA,2020-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,4,{'random_state': 42},,,,9.972059488296509,,,0.5125965851961538,0.6780860934334093,0.0,0.754245087920023,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.6780860934334093
25461,HBOS,OBSEA,2020-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,5,"{'n_bins': 20, 'random_state': 42}",,,,9.74130392074585,,,0.5161396420433487,0.6780860934334093,0.0,0.7927106347292324,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_05/results.csv,,0.6780860934334093
89405,PCC,OBSEA,2020-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,5,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.138721704483032,,,0.4943550502481091,0.6780860934334093,0.0,0.8616134988407033,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.6780860934334093
23187,HBOS,OBSEA,2020-05-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,10.16335391998291,,,0.6942533164179928,0.7629942269753935,0.0861386138613861,0.8206288063023719,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_05/results.csv,,0.6768556131140074
98727,CBLOF,OBSEA,2020-12-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,13.424983263015749,,,0.6439719334356,0.6950609317018221,0.0183913139818302,0.6553432957225412,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.6766696177199919
43755,DenoisingAutoEncoder (DAE),OBSEA,2020-11-02,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,2,{},14.70387840270996,,,7.47627592086792,,,0.7249012130141901,0.6775832710360495,0.0034418850939899,0.8224434109812747,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6741413859420596
28933,AutoEncoder (AE),OBSEA,2020-01-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,3,{},18.65559220314026,,,7.868038654327393,,,0.8668687012311506,0.8654651392994662,0.192378610940381,0.6251831769929368,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6730865283590852
98779,CBLOF,OBSEA,2020-12-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,1,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,13.12329387664795,,,0.6370861942148219,0.6793337074268381,0.0063034669067987,0.5927925936879435,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.6730302405200393
11683,COPOD,OBSEA,2020-11-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,3,{'random_state': 42},,,,9.583946466445925,,,0.7694911046688575,0.8066395380165323,0.1393123006026231,0.7011963481204004,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.6673272374139092
44040,DenoisingAutoEncoder (DAE),OBSEA,2020-11-18,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,2,{},18.407798528671265,,,6.804243087768555,,,0.8720005657987524,0.8642235652776591,0.1976100262314194,0.3859248765552681,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6666135390462397
64049,PCC,OBSEA,2020-12-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,9,{},,,,8.228168487548828,,,0.4932478080549901,0.6584239737530024,0.0,0.8543120389314008,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_03_12_35_30/results.csv,,0.6584239737530024
62275,PCC,OBSEA,2020-08-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,{},,,,7.9451377391815186,,,0.2861195353087948,0.6571295635689857,0.0,0.9166406002869588,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_03_12_35_30/results.csv,,0.6571295635689857
10817,COPOD,OBSEA,2020-08-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},,,,11.171378135681152,,,0.4879085304034494,0.6571295635689857,0.0,0.8003605143770319,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.6571295635689857
49008,Random Black Forest (RR),OBSEA,2020-09-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,{},2572.073857307434,,,80.75854539871216,,,0.6589847834865108,0.6563178091556895,0.0,0.8099949836194684,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_06_18_33_17/results.csv,,0.6563178091556895
11851,COPOD,OBSEA,2020-12-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,2,{'random_state': 42},,,,8.855075597763062,,,0.5140787981908083,0.6586135280823345,0.0024061597690086,0.7112474052948086,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.6562073683133259
40625,DenoisingAutoEncoder (DAE),OBSEA,2020-05-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,3,{},14.97367024421692,,,7.636218786239624,,,0.4612601400734931,0.6704029279423629,0.0143472022955523,0.8111303592294846,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6560557256468106
11859,COPOD,OBSEA,2020-12-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},,,,10.151131391525269,,,0.8201428541438402,0.8033834282078717,0.1489031686239751,0.8236478032353998,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.6544802595838966
47862,RobustPCA,OBSEA,2020-08-30,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,2,{},101.99082660675047,,,6.342935800552368,,,0.2930778523095608,0.6675695808526197,0.0139545884578997,0.7179844572715782,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6536149923947201
38616,COPOD,OBSEA,2020-11-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{},,,,8.089042901992798,,,0.645329527055621,0.6695458386319996,0.0164151442944135,0.6348153135014879,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6531306943375861
3798,DenoisingAutoEncoder (DAE),OBSEA,2020-12-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,7,{},17.675365924835205,,,9.118301630020142,,,0.549921878649661,0.6528372647431454,0.0,0.8174781413440513,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_03_23_15_35/results.csv,,0.6528372647431454
46465,HBOS,OBSEA,2020-12-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,{},,,,9.550418138504028,,,0.6213068145706309,0.6528372647431454,0.0,0.7431574462813737,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.6528372647431454
