algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,train_main_time,train_preprocess_time,train_postprocess_time,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,RANGE_PR_AUC,BestF1Score,FalseNegativeRate,result_path,Recommendation_ACC
DenoisingAutoEncoder (DAE),OBSEA,2021-07-28,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",17.75118398666382,,,10.090230226516724,,,0.1929850015073861,0.0186501858948483,0.0142789922691486,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0142789922691486
Random Black Forest (RR),OBSEA,2021-12-03,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1559.302505016327,,,25.33513069152832,,,0.6700827021667123,0.0209542340505652,0.0126362902884422,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_19_02/results.csv,0.0126362902884422
AutoEncoder (AE),OBSEA,2022-09-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",19.56652045249939,,,10.828913450241089,,,0.4978569543946092,0.1349834382948635,0.1836742071386481,0.1712574850299401,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_00_09_02/results.csv,0.012416722108708006
AutoEncoder (AE),OBSEA,2021-08-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",20.555447101593018,,,10.9558744430542,,,0.7515183909411252,0.0672602482853816,0.0883415302506584,0.0761904761904762,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.012151054060182201
AutoEncoder (AE),OBSEA,2021-01-25,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",22.94289302825928,,,12.978965520858765,,,0.5704851573129809,0.6531548088964604,0.4038266185832989,0.3925366084081247,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.01129001017517417
AutoEncoder (AE),OBSEA,2022-10-14,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",41.06204462051392,,,16.306111335754395,,,0.08881649537845,0.0140610217949682,0.0104153575623034,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_03_41_15/results.csv,0.0104153575623034
DenoisingAutoEncoder (DAE),OBSEA,2022-10-14,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",38.146997928619385,,,23.071741104125977,,,0.0866834723030185,0.0026130229885532,0.0104081305299655,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_08_15_11/results.csv,0.0104081305299655
DenoisingAutoEncoder (DAE),OBSEA,2022-09-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",48.2851779460907,,,18.783812046051025,,,0.666153987673627,0.1821251237629801,0.2496687393782722,0.24,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_53_04/results.csv,0.009668739378272201
AutoEncoder (AE),OBSEA,2021-08-29,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",16.931495904922485,,,8.671838521957397,,,0.4234567682140948,0.0552306885174804,0.0508490429911663,0.0420560747663551,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.008792968224811196
Random Black Forest (RR),OBSEA,2021-09-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,2,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1202.322509765625,,,24.12689208984375,,,0.7903440685820204,0.0081525642393857,0.007928563248701,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_19_02/results.csv,0.007928563248701
DenoisingAutoEncoder (DAE),OBSEA,2021-09-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",14.248037338256836,,,10.641680717468262,,,0.756610576923077,0.0108263472396162,0.0068580542435657,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0068580542435657
HBOS,OBSEA,2021-08-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,13.576602458953856,,,0.4900301414328774,0.0007798573975044,0.0062625186489697,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0062625186489697
DenoisingAutoEncoder (DAE),OBSEA,2021-12-03,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",20.7938199043274,,,14.522101640701294,,,0.2501213105761725,0.0102214816682305,0.0061059618856089,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0061059618856089
AutoEncoder (AE),OBSEA,2021-12-03,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",21.75745701789856,,,13.691187143325806,,,0.1518491951306989,0.0185085108511835,0.0057179416845139,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.0057179416845139
Random Black Forest (RR),OBSEA,2021-08-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1684.9349586963654,,,22.62421941757202,,,0.7115783813055152,0.0296193852723601,0.0374644970386573,0.032258064516129,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.005206432522528302
HBOS,OBSEA,2022-10-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",,,,17.790972471237183,,,0.5110330646150093,0.0493881808966484,0.1041416031347741,0.099502487562189,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_59_15/results.csv,0.00463911557258509
Random Black Forest (RR),OBSEA,2021-08-08,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1332.924782037735,,,23.468335390090942,,,0.34009897162298,0.0095255785538843,0.0046011810879095,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.0046011810879095
DenoisingAutoEncoder (DAE),OBSEA,2021-08-08,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",16.338622570037842,,,9.67871880531311,,,0.148045052707544,0.0318082118663768,0.004507279430938,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.004507279430938
Random Black Forest (RR),OBSEA,2021-10-11,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,2,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2347.7294268608093,,,23.243542671203613,,,0.782164390235442,0.1726550688968324,0.2324815175522026,0.2283298097251585,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_23_43/results.csv,0.004151707827044077
AutoEncoder (AE),OBSEA,2021-09-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",20.12805795669556,,,11.303394556045532,,,0.2931606232622799,0.0115303460933375,0.0023706979095056,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.0023706979095056
HBOS,OBSEA,2021-08-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",,,,14.802794456481934,,,0.7754109747626765,0.0036920083413529,0.0015760283813712,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0015760283813712
DenoisingAutoEncoder (DAE),OBSEA,2021-08-24,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",18.313685655593872,,,9.906123399734495,,,0.482519101643899,0.0068384959161658,0.0008724013125077,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0008724013125077
AutoEncoder (AE),OBSEA,2021-08-24,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",18.066193342208862,,,9.047711372375488,,,0.3752025931928687,0.0073529411764705,0.0007358278173503,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.0007358278173503
Random Black Forest (RR),OBSEA,2021-08-24,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1544.5552349090576,,,22.916804552078247,,,0.3251331326695994,0.0099523023298477,0.0006752126964726,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0006752126964726
Random Black Forest (RR),OBSEA,2021-08-19,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2280.0096051692963,,,23.437379837036133,,,0.4496341116241156,0.0421062881790486,0.0466822216312464,0.0462427745664739,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.00043944706477249545
DenoisingAutoEncoder (DAE),OBSEA,2021-10-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",17.55081081390381,,,9.364969968795776,,,0.4661870040292815,0.12974034945704,0.2179830459099647,0.720703125,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-03-12,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",15.287583112716677,,,8.602556228637695,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_21_26/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2021-11-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",18.45073962211609,,,12.320241928100586,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-12-28,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",34.21291732788086,,,16.660844326019287,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_03_57_25/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-03-25,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",45.72156023979187,,,19.63467264175415,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_02_49_12/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-05-27,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",31.366363525390625,,,15.011300086975098,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_01_59_09/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-04-22,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",41.39703583717346,,,16.820656776428223,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_51_18/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-08-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",32.58014512062073,,,14.723660469055176,,,0.4654042731808143,0.3138399030145666,0.2143331635604023,0.2684964200477327,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_02_37_42/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-03-20,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",39.90142774581909,,,17.09330463409424,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_35_21/results.csv,0.0
Random Black Forest (RR),OBSEA,2022-01-28,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1281.2609133720398,,,523.9098055362701,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_03_14_35/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2021-11-07,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",16.889015674591064,,,12.170366764068604,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-10-15,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",20.35416984558105,,,8.267245292663574,,,0.765651646116797,0.072285571768602,0.2044520931303237,0.6303317535545023,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_12_09_23/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-05-03,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",15.427079200744627,,,8.33750033378601,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_06_53_34/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-12-29,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",13.829821348190308,,,8.511920690536499,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_19_26/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2021-11-06,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",23.326732397079468,,,12.9757719039917,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-06-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",37.48892116546631,,,22.60978388786316,,,0.7157658765662275,0.2759032043520398,0.3872588270682797,0.4367959949937421,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_08_20_01/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2021-11-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",14.94768238067627,,,13.082852602005005,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-03-15,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",26.927026748657227,,,12.865647315979004,,,0.499300590043234,0.1292514058846396,0.1139304301244635,0.5721649484536082,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_01_51_18/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-01-29,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",16.02496600151062,,,8.785231828689575,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_20_59/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2021-10-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",16.59760594367981,,,11.979273080825806,,,0.6762019581238343,0.2579104958913889,0.3212391649250048,0.4994617868675995,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-10-11,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",19.525450468063354,,,9.42697548866272,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_03_11_44/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-01-16,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",42.19951152801514,,,17.593015670776367,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_07_56_00/results.csv,0.0
HBOS,OBSEA,2022-03-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",,,,11.003687620162964,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_20_59/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-10-07,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",60.79771971702576,,,24.518487215042114,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_08_39_13/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-01-28,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",33.21413969993591,,,20.261511087417603,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_15_02/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2021-10-08,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",17.501091241836548,,,12.803064346313477,,,0.5386200774825728,0.1228529041251762,0.135219451917211,0.3745387453874538,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2021-10-07,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",16.337071418762207,,,10.141852140426636,,,0.608958184814687,0.2683837354666585,0.3945084573207946,0.4174358974358974,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.0
